,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
24,GSM7840580,DRG_GW7_sample2_lane3_S1-1,GSM7840580,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808146 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088667,NONE,GSE245310,0
25,GSM7840581,DRG_GW7_sample2_lane3_S1-2,GSM7840581,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808145 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088668,NONE,GSE245310,0
26,GSM7840582,DRG_GW7_sample2_lane3_S1-3,GSM7840582,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808144 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088669,NONE,GSE245310,0
27,GSM7840583,DRG_GW7_sample2_lane3_S1-4,GSM7840583,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808143 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088670,NONE,GSE245310,0
28,GSM7840584,DRG8_GW14_S1_L001_R1_001,GSM7840584,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808142 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088671,NONE,GSE245310,0
29,GSM7840585,DRG8_GW14_S1_L001_R1_002,GSM7840585,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808141 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088672,NONE,GSE245310,0
30,GSM7840586,DRG8_GW14_S1_L001_R1_003,GSM7840586,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808140 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088673,NONE,GSE245310,0
31,GSM7840587,DRG8_GW14_S1_L001_R1_004,GSM7840587,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808139 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088674,NONE,GSE245310,0
32,GSM7840588,DRG9_GW17_S1_L001_R1_001,GSM7840588,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808138 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088679,NONE,GSE245310,0
33,GSM7840589,DRG9_GW17_S1_L001_R1_002,GSM7840589,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808137 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088680,NONE,GSE245310,0
34,GSM7840590,DRG9_GW17_S1_L001_R1_003,GSM7840590,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808136 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088681,NONE,GSE245310,0
35,GSM7840591,DRG9_GW17_S1_L001_R1_004,GSM7840591,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808135 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088682,NONE,GSE245310,0
36,GSM7840592,DRG10_GW21_S1_L001_R1_001,GSM7840592,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808134 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088683,NONE,GSE245310,0
37,GSM7840593,DRG10_GW21_S1_L001_R1_002,GSM7840593,Public on Sep 05 2024,Oct 13 2023,Sep 05 2024,SRA,1,dorsal root ganglion,Homo sapiens,9606,tissue: dorsal root ganglion,polyA RNA,"Human fetal DRG samples across GW7-21 were collected in ice-cold oxygenated artificial cerebrospinal fluid at PH 7.4. DRG samples were transferred into 2 ml ice-cold EZ PREP and were homogenized by grinding with a glass Dounce tissue grinder . Transfer the tissue homogenate into a 15 ml tube, add 2 ml of EZ PREP, incubate on ice for 5 minutes and centrifuge at 500 g at 4℃ for 5 minutes. The supernatant was removed and the nuclei were resuspended in 4 ml ice-cold EZ PREP, and the incubation and centrifugation were repeated once. Then, the nuclei were washed in Nuclei Suspension Buffer and centrifuge at 500 g at 4℃ for 5 minutes. Nuclei were resuspended and filtered through a 70 μm cell strainer, and the nuclei concentration was adjusted to 1,000 nuclei/μl. | The libraries were generated by using the Chromium Next GEM Single Cell 3' Kit v3 according to the 10x GENOMICS official instructions, and processed on the Illumina platform for sequencing with 150 bp paired-end reads",human_DRG_gene_expr.txt.gz,"Barcode filtering and sequence alignment were performed with software Cell Ranger (http://10xgenomics.com). Reads were aligned to the human reference genome (hg19) | raw counts extraction, normalization, dimensional reduction analysis and further downstream analysis were mainly performed with the R package Seurat | Assembly: hg19 | Supplementary files format and content: a gzip tab-delimited txt file include raw gene expression counts for each sample",GPL24676,"xiaoqun,,wang",xiaoqunwang@ibp.ac.cn,State Key Laboratory of Brain and Cognitive Science,Institute of Biophysics,Chinese Academy of Sciences,"15 Datun Road, Chaoyang District",Beijing,Beijing,100101,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN37808133 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX22088684,NONE,GSE245310,0
