,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,supplementary_file_1,series_id,data_row_count
0,GSM6645126,"lung,PCW8.5, rep1 [10X140w1]",GSM6645126,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW8.5 | technology: Chromium | library technology: 10Xv2 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645126/suppl/GSM6645126_Sountoulidis2022_10X140w1_counts.h5,GSE215895 | GSE215898,0
23,GSM6645149,"lung,PCW11.5, rep1 [10X272w1]",GSM6645149,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW11.5 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645149/suppl/GSM6645149_Sountoulidis2022_10X272w1_counts.h5,GSE215895 | GSE215898,0
24,GSM6645150,"lung,PCW11.5, rep2 [10X272w2]",GSM6645150,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW11.5 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645150/suppl/GSM6645150_Sountoulidis2022_10X272w2_counts.h5,GSE215895 | GSE215898,0
25,GSM6645151,"lung,PCW11.5, rep3 [10X272w3]",GSM6645151,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW11.5 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645151/suppl/GSM6645151_Sountoulidis2022_10X272w3_counts.h5,GSE215895 | GSE215898,0
26,GSM6645152,"lung,PCW11.5, rep4 [10X272w4]",GSM6645152,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW11.5 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645152/suppl/GSM6645152_Sountoulidis2022_10X272w4_counts.h5,GSE215895 | GSE215898,0
27,GSM6645153,"lung,PCW11.5, rep5 [10X274w2]",GSM6645153,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW11.5 | technology: Chromium | library technology: 10Xv3 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645153/suppl/GSM6645153_Sountoulidis2022_10X274w2_counts.h5,GSE215895 | GSE215898,0
28,GSM6645154,"lung,PCW11.5, rep6 [10X274w3]",GSM6645154,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW11.5 | technology: Chromium | library technology: 10Xv3 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645154/suppl/GSM6645154_Sountoulidis2022_10X274w3_counts.h5,GSE215895 | GSE215898,0
29,GSM6645155,"lung,PCW10, rep1 [10x285w3]",GSM6645155,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW10 | technology: Chromium | library technology: 10Xv3 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645155/suppl/GSM6645155_Sountoulidis2022_10x285w3_counts.h5,GSE215895 | GSE215898,0
30,GSM6645156,"lung,PCW10, rep2 [10x285w4]",GSM6645156,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW10 | technology: Chromium | library technology: 10Xv3 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645156/suppl/GSM6645156_Sountoulidis2022_10x285w4_counts.h5,GSE215895 | GSE215898,0
31,GSM6645157,"lung,PCW6, rep2 [10x289w3]",GSM6645157,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW6 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645157/suppl/GSM6645157_Sountoulidis2022_10x289w3_counts.h5,GSE215895 | GSE215898,0
32,GSM6645158,"lung,PCW6, rep3 [10x289w4]",GSM6645158,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW6 | technology: Chromium | library technology: 10Xv3 | gender: male,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645158/suppl/GSM6645158_Sountoulidis2022_10x289w4_counts.h5,GSE215895 | GSE215898,0
33,GSM6645159,"lung,PCW7, rep1 [10x299w3]",GSM6645159,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW7 | technology: Chromium | library technology: 10Xv3 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645159/suppl/GSM6645159_Sountoulidis2022_10x299w3_counts.h5,GSE215895 | GSE215898,0
34,GSM6645160,"lung,PCW7, rep2 [10x299w4]",GSM6645160,Public on Jan 17 2023,Oct 17 2022,Jan 17 2023,SRA,1,lung,Homo sapiens,9606,tissue: lung | age: PCW7 | technology: Chromium | library technology: 10Xv3 | gender: female,N/A,N/A,total RNA,"The tissues were triturated with glass Pasteur pipettes every 15-20 min to enhance dissociation. After digestion, the cell suspension was filtered in a 15ml Falcon tube using a 30μm cell strainer (CellTrics, Sysmex), to remove clumps and debris. The cell suspension was kept ice cold and was diluted (roughly 1:2) with ice cold HBSS. The filtered cells were pelleted at 200g for 5 min at 4 °C and the pellet resuspended in a small volume of calcium- and magnesium-free HBSS (Gibco, cat no. 14170) and transferred to 1.5ml Eppendorf tubes precoated with 30% BSA (A9576, Sigma-Aldrich). A Bürker chamber was used for cell counting. | Single-cell RNAseq was carried out with the Chromium Single Cell 3´ Reagent Kit v2 and v3. Cell suspensions were counted and diluted to concentrations of 800 – 1200 cells/μl for a target recovery of 5000 cells on the Chromium platform. Downstream procedures including cDNA synthesis, library preparation and sequencing were performed according to the manufacturer’s instructions (10X Genomics Inc.). Libraries were sequenced on an Illumina NovaSeq 6000 (Illumina). We aimed to obtain 75.000 and 200.000 sequencing reads/cell for the v2 and v3 libraries respectively to match the different performances of the Chromium Single Cell 3´ Reagent v2 and v3 Kits and to achieve sufficient sequencing saturation. Across all 39 libraries we obtained an average of 187242 reads/cell.",Reads were aligned to the human reference genome  and libraries were demultiplexed and aligned with the 10X Genomics pipeline CellRanger (version 3.0.2). | Loom files were generated for each sample by running Velocyto (0.17.17) 76 in order to map molecules to unspliced and spliced transcripts. | Assembly: GRCh38-3.0.0 | Supplementary files format and content: Matrix tables with raw gene counts for every gene and every sample,GPL30173,"Paulo,,Czarnewski",czarnewski@gmail.com,KTH,Tomtebodavägen 23b,Solna,171 65,Sweden,NextSeq 2000,cDNA,transcriptomic single cell,RNA-Seq,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6645nnn/GSM6645160/suppl/GSM6645160_Sountoulidis2022_10x299w4_counts.h5,GSE215895 | GSE215898,0
