,sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,description
55,GSM4761497,Emb.06-head a-4,GSM4761497,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965208 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057597,NONE,GSE157329,0,
56,GSM4761498,Emb.06-head a-5,GSM4761498,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965207 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057598,NONE,GSE157329,0,
57,GSM4761499,Emb.06-head a-6,GSM4761499,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965206 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057599,NONE,GSE157329,0,
58,GSM4761500,Emb.06-head a-7,GSM4761500,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965205 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057600,NONE,GSE157329,0,
59,GSM4761501,Emb.06-head a-8,GSM4761501,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965279 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057601,NONE,GSE157329,0,
60,GSM4761502,Emb.06-head b-1,GSM4761502,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965278 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057602,NONE,GSE157329,0,
61,GSM4761503,Emb.06-head b-2,GSM4761503,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965277 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057603,NONE,GSE157329,0,
62,GSM4761504,Emb.06-head b-3,GSM4761504,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965276 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057604,NONE,GSE157329,0,
63,GSM4761505,Emb.06-head b-4,GSM4761505,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965275 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057605,NONE,GSE157329,0,
64,GSM4761506,Emb.06-head b-5,GSM4761506,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965274 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057606,NONE,GSE157329,0,
65,GSM4761507,Emb.06-head b-6,GSM4761507,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965273 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057607,NONE,GSE157329,0,
66,GSM4761508,Emb.06-head b-7,GSM4761508,Public on Sep 01 2021,Sep 02 2020,Aug 30 2022,SRA,1,Emb.06-head,Homo sapiens,9606,tissue: embryo head | gender: Male | Stage: Carnegie Stages 15-16,"We dissected each embryo on ice into four main sections, i.e., head, trunk, viscera and limb. After the dissection, each sample was placed into separate tubes, washed twice with cold PBS, cut into pieces and suspended in 300μl Hibernate-E medium with 0.05mg/ml Liberase TM (Roche).","Aborted embryos from donations were washed with PBS, transferred into cold Hibernate-E medium (Gibco) and immediately transported to the laboratory. Embryos with good quality were staged based on anatomical characters.",polyA RNA,"Samples were incubated at 37°C for 10 minutes and were pipetted up and down thoroughly and gently every 3 minutes. To quench the dissociation, we added 300μl FBS into each tube and centrifuge cells at 300xg for 5 min at 4°C. Cells were then resuspended in 500μl cold PBS, filtered through a 35μm strainer. Single cells were subsequently washed twice with cold PBS, centrifuged at 300xg for 5 min at 4°C and resuspended in cold PBS. | To generate sequencing libraries, a suspension of 10,000 single cells per sample was processed following the 10x Genomics protocol using Single Cell 3’ Reagent Kits v2 (10x Genomics).","Raw reads were demultiplexed, filtered and mapped to the human reference genome (GRCh38) using Cell Ranger 3.0.2 with default settings. The filtered feature-barcode matrices generated by Cell Ranger were used for further analysis. | To exclude low-quality cells and doublets, cells with fewer than 1000 genes or over 60000 UMIs were discarded. The expression matrix was normalized into UMIs per 10000 by size factors. | Iterative clustering was performed to identify cell types. First, we partitioned cells into main clusters with Seurat (r=0.5, PCs=20) using only transcription factors in highly variable genes (HVGs). Second, for each main cluster, we performed one or two rounds of clustering with HVGs of the particular cluster. | Genome_build: GRCh38 | Supplementary_files_format_and_content: matrix table with raw gene counts; csv files with gene and cell annotations.",GPL24676,"Tengjiao,,Zhang",1510790@tongji.edu.cn,Weiyang Shi,School of life science and technology,Tongji University,1239 Siping Road,Shanghai,Shanghai,200092,China,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN15965272 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9057608,NONE,GSE157329,0,
